address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,premiumActivationDate,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"ул. Дуси Ковальчук, д. 242/1, секция 3-5",128394555,Людмила,New,3285,2020-10-28T14:15:15.909933Z,"Продам квартиру ЖК ""Покровский"" метро,сад,школа. Собственник, без обременение.",43 м²,39510.0,ЖК «Покровский»,39510.0,ЖК «Покровский»,653.0,22/24,43 м²,43.0,22,0,2964471088,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2964471088,260.0,2020-11-01T15:16:25.350599+03:00,2 950 000 ₽,68 605 ₽ за м²,68605,2950000,Apartment,2020-10-28T14:15:15.909933Z,78,Listing,1,1.0,2020-12-27T17:07:50.12841+03:00,2040987290,2020-10-28T17:02:43.769979+03:00,2020-11-27T17:07:50.12841+03:00,0.894,261.0,#FF0000,Гагаринская,"1-комн. квартира, 43 м², 22/24 эт.",2020-11-27T14:17:05.430847Z
"Россия, Новосибирская область, Татарск, улица Ленина, 112А",17131040,Наталья,Resale,3281,2020-09-07T03:10:48.630844Z,"Продам 3-комнатную квартиру с хорошим ремонтом. Во всех комнатах натянуты потолки, в ванной, на кухне и на лоджии пол с подогревом. Стоят счётчики на горячую и холодную воду. В коридоре на стенах декоративная штукатурка, на кухне декоративная плитка, в спальне стены покрашены. На лоджии утеплены стены, есть батарея. Из недостатков в одной из спален необходимо заменить ковролин. Уместный торг.",60.8 м²,,,,,,4/5,60.8 м²,60.8,4,5,2843876548,Sale,/3-komnatnaya-kvartira-na-prodazhu-tatarsk-2843876548,,2020-11-06T07:35:36.285639+03:00,2 500 000 ₽,41 118 ₽ за м²,41118,2500000,Apartment,2020-09-07T03:10:48.630844Z,78,Listing,3,3.0,2020-12-09T17:48:27+03:00,1982340001,2020-09-07T06:08:29.290267+03:00,2020-12-02T17:49:42.93452+03:00,,,,,"3-комн. квартира, 60.8 м², 4/5 эт.",2020-12-02T14:59:06.3141Z
"Новосибирск, улица Сибиряков-Гвардейцев, 9",19120337,Новосибирский проспект,Resale,3285,2019-12-10T00:38:28.122234Z,"ОЧЕНЬ СРОЧНАЯ ПРОДАЖА! Исключительная трехкомнатная квартира в историческом центре левого берега, настоящий кирпичный дом-сталинка с железобетонными перекрытиями, высота потолков 2,9 м. Квартира после полного капитального ремонта - идеально ровные стены, пол и потолки, большие светлые окна, в туалете и ванной комнате итальянский коллекционный кафель, по всей квартире натяжные потолки, качественный ламинат, дорогие межкомнатные двери. Кухонный гарнитур, большой шкаф в спальне и вместительный гардероб в прихожей можем оставить покупателю. Вид из окон на часовню, хорошие соседи, чистый подъезд, уютный ухоженный дворик. В пешей доступности много всего, что так нужно для комфортной жизни в современном городском ритме - станция метро, 2 детских сада, школа, детская академия дизайна и программирования, лига карате, поликлиника, остановка общественного наземного транспорта, МФК Сан-сити с суперсовременным спортивным клубом X-fit, в котором есть бассейн с морской водой, кинотеатр-мультиплекс Синемапарк, детский центр Фанки-таун, ТЦ Калейдоскоп комфорта и уюта и множество магазинов, кафе, баров, банков, сквер Сибиряков-Гвардейцев, бульвар на Вертковской... Квартира полностью готова к продаже, собственники совершеннолетние, материнский капитал не использовался, долгов и обременений нет, быстрый выход на сделку.",70 м²,,,,,655.0,5/5,70 м²,70.0,5,18,2095541526,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2095541526,267.0,2020-11-09T08:11:31.353131+03:00,5 000 000 ₽,71 429 ₽ за м²,71429,5000000,Apartment,2019-12-10T00:38:28.122234Z,78,Listing,3,3.0,2020-12-09T08:02:50.938074+03:00,1839741947,2019-12-09T09:42:08.945622+03:00,2020-11-23T06:10:48.442405+03:00,0.663,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 70 м², 5/5 эт.",2020-11-23T03:20:13.149182Z
"Новосибирская область, рабочий посёлок Кольцово, 4",31696013,Кольцовская Служба Недвижимости,Resale,3246,2020-11-09T08:39:05.424635Z,"Квартира в хорошем состоянии, можно жить и делать ремонт под себя.Теплый дом, планировка на две стороны.",66 м²,,,,,,8/9,66 м²,66.0,8,1,2992495766,Sale,/3-komnatnaya-kvartira-na-prodazhu-koltsovo-2992495766,,2020-11-09T11:39:05.431399+03:00,4 490 000 ₽,68 030 ₽ за м²,68030,4490000,Apartment,2020-11-09T08:39:05.424635Z,78,Listing,3,3.0,2020-12-09T11:31:55.371972+03:00,2027698213,2020-11-09T11:31:30.636104+03:00,2020-11-09T11:40:00.556561+03:00,,,,,"3-комн. квартира, 66 м², 8/9 эт.",2020-11-09T08:41:02.046167Z
"Новосибирск, микрорайон Тихий Центр",146224762,Алёна,Resale,3285,2020-07-30T15:17:11.308096Z,"Урицкого 17<br>Перелагается к продаже квартира в тихом центре. Удобное расположение, самый центр города, дом окружён парками и скверами, спрятан от магистральных улиц и шума. <br>-закрытый двор<br>-низкие коммунальные платежи<br>-2 квартиры на площадке, 7 квартир в подъезде<br>-окна на три стороны <br>-метро в 5 минутах ходьбы <br>-детские сады, школы (гимназия 10 по прописке)<br>-спортклубы<br>Дом является памятником архитектуры регионального значения и охраняется государством, построен в 1930-гг арх. А.Н.Ширяев.<br>Уникальностью и значительным преимуществом квартиры является то, то она располагается в подъезде, который был возведён заново! При этом полностью сохранена архитектура, лепнина, высота потолков...<br>По сути новостройка в самом лучше районе города с уникальной архитектурой и качеством на века!",77 м²,,,,,652.0,4/5,77 м²,77.0,4,15,2753489558,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2753489558,263.0,2020-11-09T18:35:36.757165+03:00,7 600 000 ₽,98 701 ₽ за м²,98701,7600000,Apartment,2020-07-30T15:17:11.308096Z,78,Listing,3,3.0,2020-12-09T18:26:57.645163+03:00,1976291091,2020-07-30T18:06:11.663031+03:00,2020-11-24T15:35:38.777038+03:00,0.502,263.0,#FF0000,Площадь Ленина,"3-комн. квартира, 77 м², 4/5 эт.",2020-11-24T12:45:11.344927Z
"ул. Рябиновая, стр. 10, 1 этап",19019719,Сибэкострой,New,3285,2019-07-30T00:35:24.601417Z,"Внимание!!! Внимание!!! Внимание!!! Успейте купить эту квартиру по ипотеке с гос.поддержкой 6,4 % в аккредитованной новостройке банками-партнерами, по беспрецедентно низкой цене в активно строящемся доме!!!! комплекса Выборная- Рябиновая. Бонусом Вы можете приобрести подземный бокс для автомобиля под домом всего за 250 тыс. ( стоимость без скидки 400 тыс.) Продажа от застройщика!!!.Это пятый дом комплекса Выборная- Рябиновая. Комплекс состоит из 6 домов, 4 построены и заселены. Пятый дом - менее чем за год построено здание, началось внутреннее оснащение дома, дом будет сдан во 2 квартале 2021 года. Застройщик прошел все проверки на соответствие по критериям надежности и возможности работать по новым требованиям 214 ФЗ. Оформляется ДДУ с государственной регистрацией. Дома 18-этажные, одноподъездные, 6 квартир на этаже, два лифта грузовой и пассажирский, дома строятся из северной панели, очень теплые. Квартиры сдаются под чистовую отделку с застекленными лоджиями Инфраструктура комплекса: собственная котельная на газе (преимущества- экономия коммунальных затрат, нет отключений горячей воды); действующая школа английского языка, магазин в формате ""у дома"", частный детский сад, строится бассейн, медицинские и косметические кабинеты. Дома, после сдачи, управляются ТСН. Инфраструктура района: педуниверситет, колледж связи, школы, садики, магазины, кафе, рестораны, мини рынки - есть всё в шаговой доступности, остановка рядом- много транспорта. Район окружен бором, очень много зелени, спортивные базы, 12 мин. до центра на автомобиле, столько же до центра левого берега через новый Бугринский мост. Застройщик надежный- строит и достраивает всегда! У нас нет ни одного обманутого дольщика. Тот кто приходит к нам гарантировано и обязательно получает свою новую квартиру!!!!!",49 м²,80031.0,ЖК «Выборная-Рябиновая»,80031.0,ЖК «Выборная-Рябиновая»,650.0,15/20,49 м²,49.0,15,7,1660805117,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-1660805117,264.0,2020-11-10T07:04:25.268198+03:00,2 590 000 ₽,52 857 ₽ за м²,52857,2590000,Apartment,2019-07-30T00:35:24.601417Z,78,Listing,2,2.0,2020-12-10T06:55:46.968114+03:00,1765228826,2019-07-29T05:53:09.663289+03:00,2020-12-03T19:44:29.139472+03:00,,,,,"2-комн. квартира, 49 м², 15/20 эт.",2020-12-03T16:54:09.102539Z
"Новосибирск, улица Станиславского, 18",109758860,Алексей,Resale,3285,2019-11-24T12:49:02.304045Z,"Продам 4-к квартиру студию. Лично.Без посредников.Готова к продаже. Без обременений, выделения долей, без использования материнского капитала.<br>Квартира в центре левобережья, п/г, ж/б перекрытия, кирпичные стены толщиной 90 см, отсутствие газа, 2 застекленных балкона, 6 пластиковых окон с замковой защитой и москитными сетками, окна на 3 стороны, правильной квадратной планировки, капремонт всей квартиры с полной заменой стен, электрики, системы водоснабжения, отопления, тройная звукоизоляция, 2 кондиционера, биметаллические радиаторы с регулировкой, немецкие электрические теплые полы, пробковый пол, металлическая дверь высокого класса защиты с замком CISA и видеодомофоном + дополнительная дверь. <br>Плюсы:<br>- расположение дома по 1 линии, до метро 2 остановки;<br>- рядом расположены: магазины, аптеки, рынок, монумент славы, администрация района, новая поликлиника, школы и детские сады;<br>- высота потолков -3 м;<br>- ж/б перекрытия и отсутствие газа в отличии от большинства домов ""сталинок"" в этом районе;<br>- большая кухня;<br>- все стены, потолок, пол ровные под 90;<br>- право собственности больше 10 лет;<br>-1 собственник;<br>- готова к продаже;<br>Не является публичной офертой.",85 м²,,,,,654.0,4/5,85 м²,85.0,4,20,2046291750,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2046291750,267.0,2020-11-11T12:40:27.240605+03:00,6 500 000 ₽,76 471 ₽ за м²,76471,6500000,Apartment,2019-11-24T12:49:02.304045Z,78,Listing,4,4.0,2020-12-11T12:31:46.135949+03:00,1834291867,2019-11-24T15:33:21.045977+03:00,2020-11-19T06:12:00.394802+03:00,1.425,267.0,#FF0000,Площадь Маркса,"4-комн. квартира, 85 м², 4/5 эт.",2020-11-19T03:18:44.088634Z
"Новосибирск, 1-я Чулымская улица, 112/3",2964414,ИРИНА,Resale,3285,2020-10-06T12:33:56.478692Z,"Полноценная однокомнатная квартина во втором доме комплекса Ясный берег. Дом класса комфорт. Девятый этаж, окна выходят во двор. Чистовая отделка от застройщика. Разводка св<br>электричества проведена, установлены выключатели и розетки. Горизонтальная разводка отопления (отсутствуют стояки), биметаллические радиаторы. В комнате клапан приточной вентиляци. В квартире никто не проживал. Для ремонта выполнен дизайн-проект. Рядом находятся крупные объекты торговли: ""Лента"", ""Гигант"". Аквапарк в шаговой доступности. Транспортная развязка в любом направлении как на личном, так и на общественном транспорте. Продаю лично,  возможен торг , ипотека.",39.5 м²,,,,,654.0,9/26,39.5 м²,39.5,9,8,2911582574,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2911582574,268.0,2020-11-11T18:37:13.4077+03:00,3 600 000 ₽,91 139 ₽ за м²,91139,3600000,Apartment,2020-10-06T12:33:56.478692Z,78,Listing,1,1.0,2020-12-21T11:38:27.247605+03:00,2012904865,2020-10-06T15:23:32.729657+03:00,2020-12-06T05:53:00.360796+03:00,2.467,268.0,#008000,Площадь Гарина-Михайловского,"1-комн. квартира, 39.5 м², 9/26 эт.",2020-12-06T03:02:01.901625Z
"Новосибирск, улица Николая Грицюка, 1/4",103950529,Роман,Resale,3285,2020-11-09T10:28:48.685829Z,"В продаже уютная квартира в новом ЖК Художник.<br>Преимуществом данного жилого комплекса является свежий воздух, круглосуточная охрана и видеонаблюдение, ухоженная территория, чистый подъезд, небольшое количество квартир на этаже, прекрасные соседи, непосредственная близость остановки общественного транспорта.<br>ЖК Художник расположен в 8 минутах ходьбы от остановки Молкомбинат в сторону Учхоза. Рядом остановка общественного автобуса №233 с маршрутом до метро К. Маркса. Небольшая отдаленность от городских дорог позволит насладится тишиной и природой. Малоэтажный дом= тихие и дружные соседи. Много парковочных мест.",25 м²,,,,,655.0,2/3,25 м²,25.0,2,4,2992804661,Sale,/kvartira-na-prodazhu-novosibirsk-2992804661,,2020-11-12T10:52:51.26831Z,1 090 000 ₽,43 600 ₽ за м²,43600,1090000,Apartment,2020-11-09T10:28:48.685829Z,78,Listing,Студия,,2020-12-09T13:20:07.946412+03:00,2015083231,2020-11-09T13:18:02.623323+03:00,2020-11-09T13:20:07.946412+03:00,,,,,"Квартира-студия, 25 м², 2/3 эт.",2020-11-12T10:52:51.26831Z
"Новосибирск, Плановая улица, 52",37492057,Наш Город,Resale,3285,2020-09-15T15:25:38.504687Z,"продается квартира- студия с дизайнерским ремонтом , возможна продажа со всей мебелью и техникой( заходи и живи).<br>Ремонт делали для себя из качественных материалов, вся мебель и техника новые, купленные для этой квартиры.<br>Поможем получить ипотеку для приобретения этой квартиры.Приходите на просмотр,Вам понравится!!!",34 м²,,,,,653.0,4/19,34 м²,34.0,4,12,2865148936,Sale,/kvartira-na-prodazhu-novosibirsk-2865148936,260.0,2020-11-15T07:25:51.920068+03:00,3 950 000 ₽,116 176 ₽ за м²,116176,3950000,Apartment,2020-09-15T15:25:38.504687Z,78,Listing,Студия,,2020-12-15T07:22:49.405695+03:00,2007731162,2020-09-15T18:16:16.377435+03:00,2020-12-02T07:23:30.721607+03:00,1.257,260.0,#FF0000,Заельцовская,"Квартира-студия, 34 м², 4/19 эт.",2020-12-02T04:32:57.343624Z
"Новосибирская область, Болотнинский район, село Корнилово, Молодёжная улица",71617094,Елена,Resale,3248,2020-07-09T00:31:03.457193Z,"Продам трёхкомнатную квартиру на земле в двухквартирном доме в селе Корнилово, Болотнинский район Новосибирская область. В доме три комнаты + кухня, просторная веранда; сан.узел в доме. Отопление печное-водяное, установлена новая печка с центробежкой. Пластиковые окна, новая крыша. Участок 5 соток, ровный, солнечный. Есть баня, гараж и другие хоз.постройки. Всё в очень достойном состоянии. <br>В селе есть школа, детский сад, клуб, магазины, речка, рыбалка, живописные места. <br>Все документы оформлены, готовы к сделке.",64 м²,,,,,,1/1,64 м²,64.0,1,3,2705014038,Sale,/3-komnatnaya-kvartira-na-prodazhu-bolotnoe-2705014038,,2020-11-15T11:44:17.070934+03:00,700 000 ₽,10 938 ₽ за м²,10938,700000,Apartment,2020-07-09T00:31:03.457193Z,78,Listing,3,3.0,2020-12-15T11:35:16.203132+03:00,1956338739,2020-07-08T18:59:59.766661+03:00,2020-11-15T11:36:19.954799+03:00,,,,,"3-комн. квартира, 64 м², 1/1 эт.",2020-11-15T08:45:44.224045Z
"ул. Немировича-Данченко, д. 150",40413057,Дмитрий,New,3285,2020-04-01T01:32:07.504142Z,"Квартира без обременения. Чистая продажа.<br>Окна в вашей будущей квартире выходят на Юго-Восток и Бугринский мост,  и на Юго-Запад. Вы будете наслаждаться  прекрасными вечерними закатами на вашей теплой лоджии. <br>В квартире предусмотрена улучшенная чистовая отделка, финишная цементно-песчаная стяжка пола Rосkwооl с шумоизоляцией.<br>В подъезде предусмотрены просторные колясочные и кладовые для хранения шин и велосипедов.<br>Придомовая территория всегда прибрана и облагорожена.<br>В шаговой доступности находятся учреждения дошкольного и школьного образования.<br>Вблизи дома много магазинов.<br>Всегда есть парковочные места (транспортная развязка во все стороны города). В ЖК имеется подземная парковка.<br>100 метров до остановки общественного транспорта. 500 метров до Метро: станция Студенческая. и строящаяся станция Метро Спортивная.<br>Сдача дома в декабре 2020.",64 м²,23908.0,Квартал «Панорама»,23908.0,Квартал «Панорама»,655.0,17/25,64 м²,64.0,17,13,2451990569,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2451990569,266.0,2020-11-15T11:56:36.066711+03:00,6 300 000 ₽,98 438 ₽ за м²,98438,6300000,Apartment,2020-04-01T01:32:07.504142Z,78,Listing,2,2.0,2020-12-15T11:47:46.08516+03:00,1887357473,2020-03-31T19:41:09.643+03:00,2020-11-15T11:47:46.08516+03:00,0.566,266.0,#FF0000,Студенческая,"2-комн. квартира, 64 м², 17/25 эт.",2020-11-15T08:56:52.170196Z
"Новосибирск, Учительская улица, 50",50668783,Ваш Советник,Resale,3285,2020-03-20T02:05:32.256083Z,"Продаётся двух комнатная квартира с изолированными комнатами. Квартира в хорошем состоянии. Есть балкон, на две стороны, просторная кладовая комната, туалет с ванной раздельный. Хорошая шумоизоляция, большая предомовая территория. Продажа от собственника.",46 м²,,,,,648.0,10/12,46 м²,46.0,10,11,2420028463,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2420028463,,2020-11-15T13:24:42.552745+03:00,3 600 000 ₽,78 261 ₽ за м²,78261,3600000,Apartment,2020-03-20T02:05:32.256083Z,78,Listing,2,2.0,2020-12-15T13:16:04.246014+03:00,1900955042,2020-03-19T11:46:33.120503+03:00,2020-11-15T13:16:04.246014+03:00,4.186,260.0,#FF0000,Заельцовская,"2-комн. квартира, 46 м², 10/12 эт.",2020-11-15T10:25:12.050312Z
"пр-т Дзержинского, д. 32а",17367072,"Агентство недвижимости ""Аванта""",New,3285,2020-09-16T07:41:05.040118Z,"Предлагается к продаже отличная большая двухкомнатная квартира. Есть ниша под гардеробную. Большая кухня. Большая лоджия. Очень хорошее местоположение, вся городская инфраструктура рядом. <br>Торопитесь купить квартиру по привлекательной цене! Лучшее предложение в этом доме! Форма расчета – наличные.",52.3 м²,73399.0,"Дом по пр-ту Дзержинского, 32а",73399.0,"Дом по пр-ту Дзержинского, 32а",651.0,5/17,52.3 м²,52.3,5,2,2866490457,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2866490457,271.0,2020-11-16T08:17:41.641224+03:00,3 100 000 ₽,59 273 ₽ за м²,59273,3100000,Apartment,2020-09-16T07:41:05.040118Z,78,Listing,2,2.0,2020-12-16T08:09:01.720841+03:00,1982407431,2020-09-16T10:31:31.418414+03:00,2020-12-03T08:29:07.480779+03:00,2.282,272.0,#008000,Золотая Нива,"2-комн. квартира, 52.3 м², 5/17 эт.",2020-12-03T05:38:45.569384Z
"Новосибирск, улица Петухова, 144",6860078,"АН ""СОЛНЦЕГРАД""",Resale,3285,2020-09-11T09:39:42.233475Z,"В продаже квартира с отличным ремонтом , балкон застеклён, установлены межкомнатные двери.<br>Из мебели остается кухонный гарнтирур, шкаф в спальне , шкаф в прихожей.<br>На этаже тамбур на 3 квартиры, поменян лифт. <br>Рядом  средняя школа №65, хореографическая детская студия,  два детских сада, автобусная остановка ""Затулинский жилмассив"", футбольное поле, множество магазинов, аптек и т.п., охраняемая автостоянка.",43.2 м²,,,,,655.0,8/9,43.2 м²,43.2,8,18,2854872874,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2854872874,,2020-11-16T14:18:57.699467+03:00,2 750 000 ₽,63 657 ₽ за м²,63657,2750000,Apartment,2020-09-11T09:39:42.233475Z,78,Listing,2,2.0,2020-12-16T14:10:07.897673+03:00,1996282881,2020-09-11T12:30:15.537824+03:00,2020-11-20T14:38:35.333267+03:00,,,,,"2-комн. квартира, 43.2 м², 8/9 эт.",2020-11-20T11:49:45.254261Z
"Новосибирская область, Коченёвский муниципальный район, село Новомихайловка",102837854,Елена Левшунова,Resale,3255,2020-09-03T16:24:44.77686Z,"Продам поменяю квартиру на частный дом, в этой же деревне, сделан кап. Ремонт, с документами все в порядке, я одна собственица, окна деревянные тёплые, квартира перепланированна  под двушку, большой санузел, кухня, спальня, гардеробная комната. Новая проводка, новый водопровод, и отопление, новые лаги и пол, все делалось для себя, в течении этого года. Потолок планируем натянуть, окна вставить пластик. Цена соответственно поднимется.<br>СЕЛО- <br>население 1200, д. Сад, школа, дк, библиотека, больница, почта, сбербанк, 7 магазинов, 2пекарни, сельское хозяйство, парехмахеркая, автобус три раза в день до коченево, до города 90 км, до района 28км.",32.5 м²,,,,,,1/2,32.5 м²,32.5,1,6,2837052840,Sale,/1-komnatnaya-kvartira-na-prodazhu-kochenevo-2837052840,,2020-11-17T19:18:24.062681+03:00,550 000 ₽,16 923 ₽ за м²,16923,550000,Apartment,2020-09-03T16:24:44.77686Z,78,Listing,1,1.0,2020-12-16T14:12:01.77008+03:00,2012673517,2020-09-03T19:15:25.956916+03:00,2020-12-08T17:04:19.986198+03:00,,,,,"1-комн. квартира, 32.5 м², 1/2 эт.",2020-12-08T14:13:44.730881Z
"Новосибирск, Ядринцевская улица, 18",8262242,Наталия,Resale,3285,2020-03-18T00:38:01.958816Z,"В связи с переездом продается мебелированная квартира-студия, дизайнерский проект. Квартира оборудована гардеробной комнатой,Имеется комната хозблок.Кухня дизайнерский проект- гнутые фасады из Италии. В ванной комнате ванная-джакузи и так же оригинальный ванный шкаф с гнутыми фасадами. Отделка ванной комнаты и кухни итальянская бизация. Лоджия - отделка плитка - утеплена. Пластиковые окна. Натяжные потолки. Напольные покрытия - плитка и ламинат. На кухне встроенная техника Электролюкс. В бойлерной профессиональная стиральная машина и сушильная машина фирмы Сименс. Квартира находится под охраной. Интернет. Телефон. Гардеробная отделена зеркальной стеной. Панель кухни и кухонный стол из натурального камня.<br>Квартира от собственника. Документы в наличии. Продаю лично. Без заключения договора с агенствами недвижимости. Риелторы, не звоните.",54 м²,,,,,649.0,7/15,54 м²,54.0,7,16,2410466412,Sale,/kvartira-na-prodazhu-novosibirsk-2410466412,263.0,2020-11-18T19:16:57.040043+03:00,6 150 000 ₽,113 889 ₽ за м²,113889,6150000,Apartment,2020-03-18T00:38:01.958816Z,78,Listing,Студия,,2020-12-18T19:08:15.748785+03:00,1888229130,2020-03-17T09:24:38.842556+03:00,2020-11-18T19:08:15.748785+03:00,0.414,263.0,#FF0000,Площадь Ленина,"Квартира-студия, 54 м², 7/15 эт.",2020-11-18T16:17:36.175963Z
